id,genres
31263,Thriller Horror Drama Mystery
87874,Horror
79599,Animation Family
135787,History Documentary
2104,Action Horror Thriller
70133,Action Adventure History War
38164,Mystery Romance Drama Comedy Fantasy
144804,
117680,Music
139559,Comedy
59738,Horror
135210,Crime Horror Thriller
6436,Drama Science Fiction Thriller
64278,Action Science Fiction
45952,Drama Action Comedy
115711,
2791,Action Animation Science Fiction Thriller
8366,Comedy Western
2154,Horror Action Thriller Science Fiction
142746,Comedy Romance Music
103301,Comedy
92132,Comedy
7298,Crime Foreign Mystery Thriller
176167,Drama Music
8453,Action Drama Romance Thriller
6079,Comedy
27221,Drama
105980,Thriller Drama
53355,Action Horror Thriller
63540,Comedy
127144,Horror Fantasy Animation
133131,Family Animation Comedy Drama
34065,Adventure Animation Family Fantasy
123229,Comedy
159447,Comedy Drama
75438,Comedy
60189,Comedy Fantasy
87952,
91902,Romance Comedy Crime
143876,Mystery Comedy Crime
27018,Drama
2286,Adventure Fantasy History
149723,Drama
86337,Action Adventure Science Fiction Fantasy
160788,Drama
26147,Comedy Romance
163202,Drama
3178,Drama
2331,History Drama
26177,Music Family Comedy
101538,Animation Family
32593,Adventure Family Fantasy TV Movie
6029,Mystery Thriller
26969,Comedy
91673,Animation
72363,Comedy Romance
93782,Drama Thriller
105759,Comedy Crime
68180,Horror Drama
153100,Documentary
47940,Drama Foreign
87229,Drama Comedy
56350,Documentary Foreign
139159,Drama Romance
101801,Music Comedy Documentary
103462,
152912,Fantasy Family
80831,Drama
157320,Romance Drama Fantasy
40467,Horror
79927,Comedy
97797,Drama Horror
149946,
64197,Romance Drama
98604,Comedy Romance
45527,Action Mystery Thriller Horror
111109,Drama
